,Review Text,labels
7837,"My student was asking me for the past year to meet up with him near his old house. I just couldn't make any time, until today. :( :) I looked up the food places near Taj Mohol road, Dhaka on Google maps, and it was the same old same old, BFC/KFC/Pizza Hut BS. I didn't want to go to any of them. I wanted to try some place new. As I kept searching a little marker stood in one far north-west corner of the map. It read Bell Pattio. I called my student and we met up nearby, only t...o be greeted by an exhausted employee in a small lone, gloomy room of a restaurant. I wondered all the time whether they actually served anything at all. The exhausted employee asked us if we wanted the works, to which we simply replied ""sure"". The Pizza arrived in 10min. It was the fastest pizza order I ever received in town. And it was superb! I recommend all to come here at least once if not more, in their lifetime. 5/5",Positive
7838,"They sell sausage pizza in all their varieties... Filmy cafe sell their Pizzas by changing the name and price. I used to buy a lot from them, see my previous comments at this page... But by time, they have resorted to cheating... There are Real Pizza restaurants around... Stay away or regret!!!",Negative
7839,"My friend and I wanted to try this place after seeing a review on Instagram. It was a little difficult to find since neither of us had been to Shakhertak. We ordered a Meat Lovers Supreme. The pizza arrived in 15-18 mins, piping hot. It was the kind of pizza one would find at a restaurant like Pizza Hut, which was a pleasant surprise. It does say ""Beef and Chicken"" in the pizza description but they came in sausage form and not their usual form. This was a bit unusual but not a bad idea. The dough was fresh, there was a good amount of cheese, the service was good, and the price was very very reasonable. I hope they continue doing what they're doing because it's working. I hope to visit them once again soon.",Positive
7841,Pizza not as described in the menu. I ordered two different pizzas. Surprisingly both looked and tasted the same. :/ They used the local Dhaka cheese instead of Mozzarella on the crust. Very minimal amount of beef/chicken on the crust. Dough got hard even when it was warm. I needed to heat it twice in the oven to eat. Never ever ordering from them again.,Negative
7842,"I ordered a 12"" bel piatto meat lovers pizza! and surprisingly 6"" pizza was free with this 12"" pizza *___* They just took 30 minutes to delivery the pizza � It was so goood <3 loved it <3 Price :650 taka only :D",Positive
7843,"i ordered ""four season pizza"" through food panda but the irony is i did not found any beef,chicken & shrimp as they mentioned in their menu.i only found pepperoni,black olive,mushrooms & cheese.moreover they sent the pizza in the packages that smells damp. But the taste of the pizza is good.",Negative
7844,"Faltu purai. Cheater. Ordered for home delivery of chicken & beef mixed pizza but they delivered sausage pizza! When we asked for change, they sent a smaller one with less cheese and took delivery charge again. Don't go",Negative
7845,"nice & delicious food, good & soft environment.",Positive
7846,It is like wow!!! Pizza! Really great!! I love the lemon juice also. The most good thing is and I love much is the serving style. It is a great fusion I think. Great!!,Positive
7847,"eto baje pizza r konodin khaini. never going to order from them again. negative star dea possible hole shetai ditam. batpar shob. pizza to banay na, bread er upore sausage r tomato sauce diye vore rakhe. fraud. people never buy any food from them.",Negative
7848,small place. good food. very reasonable price. good service.,Positive
7849,"Pizza: 9/10 Service: 10/10 Location: 6/10 Environment: 6/10 If you live in or near Mohammadpur, you should enjoy their pizza .",Positive
7850,I had pizza there it tasted really good.I would recommend anyone to go and try their pizza.,Positive
7851,"Delicious Pizza, probably best in the City. Price is very much affordable. Will go again soon. Cheers!",Positive
7852,my favorite pizza i get here with very reasonable price.,Positive
7853,Awesome... Love the special one... But next time give me more chease on my pizza please......,Positive
7854,Its really good..one of the best pizza of the town!!,Positive
7855,Bel Piatto on the crust *_* ♥ thick sausage stuffed on the edge,Positive
7856,Beef pizza ta awesome... Abar jabo... Ekhon theke ami regular customer...,Positive
7857,"Apnara jodi frew na e diben 10 "" pizza te tahole likhe rakhsen kno?????? Egula cheating",Positive
7858,5 star standard. it is as like as Italian pizza..,Positive
7859,Excellent chilo arrangement. Pizza ta joss chilo. valoi legeche.,Positive
7860,Very good indeed.......I would suggest all to try here....,Positive
7861,osm purai I love BEL PIATTO� the quantity of cheese was great!,Positive
7862,"The name of this food-corner should've been "" Ratatouille """,Positive
7863,Loved the pizza .......... Planing to go Again !!!,Positive
7864,"You can checkout pizzas, It is good.",Negative
7865,"Ordered 16"" and I was ""Daaaaaaamn"" after 2 slice!!",Positive
7866,Excellent Food for every one...,Positive
7867,Nice place with Delicious pitzza and wifi zone,Positive
7868,Excellent place ..,Positive
7869,the pizza was really good :D,Positive
7870,Best Pizza in neighborhood! :),Positive
7871,just awesome.........,Positive
7872,super like.....,Positive
7873,Best pizza,Positive
7874,kool and chill,Positive
7875,Just awesome...!!! Best Pizza in the City... :),Positive
7876,Greattttt :),Positive
7877,great,Positive
7878,Awesome tasty pizza .,Positive
7879,Great,Positive
7880,just awesome....,Positive
7881,It's Great :),Positive
7882,awesome,Positive
7883,Manipura Restaurant Food is good but comparison with food restaurant place ungenerous for Iftar Party. How ever Food is awesome.,Positive
7884,Tasty food with great ambiance �. Everytime feeling happy at the time of enjoying their food..�,Positive
7885,This place is awesome and love their food....���,Positive
7888,"food quality & taste is very good. specially my fav. thai soup, wrap shwarma tanduri, pizza was supper. price is reasonable very easy location for all. best of luck go ahead.",Positive
7890,"the shawarma house pasta is very yummy. shawarma special burger was so delicious. service was great, environment was josh.",Positive
7891,the shawarma house food taste is good. specially tandunri shawarma . environment is nice and price reasonable,Positive
7892,"One of the best restaurant in the city. Testy food, good survice and nice environment.",Positive
7893,"শূন্য স্টার দেয়ার কোনো চান্স নাই তাহলে ওইটাই দিতাম। আমি ২ বার গিয়েছি। ২ বারই খাবার থেকে গন্ধ আসছে, বলার পরেও তারা স্বীকার করে না। তারাও নাকে নিয়ে গন্ধ শুকছে কিন্তু তারা কোনো গন্ধ পায় না। খাবারের পরিমাণ অনেক কম। দ্বিতীয়বার যখন যাই তখন বলি খাবারটা কেমন জানি গন্ধ ভেতর থেকে চেঞ্জ করে দেয় কিন্তু কাঁচা কাঁচা স্বাদ থাকে। পরে এক সময় ফোন দিয়ে আমার বন্ধুকে ডাকি সেও গন্ধ পায় কিন্তু তারা কোনো গন্ধ পায় না। চিকেনের মধ্যে শুধু পেঁয়াজ। ব্যবহার ভালো না। বেয়াদবের দল যত্তসব। ওয়েটারকে বললাম এর আগেও আপনাদের এখানে আসছি এবং আপনি ছিলেন, ওয়েটার চিনেই না। যাই হোক পুরা ফাউল একটা রেস্টুরেন্ট। শুধু ভেতরের পরিবেশটাই সুন্দর কেননা কাপলদের জন্য এর চেয়ে নিরিবিলি পরিবেশ আর হয়ই না। কারো যদি টাকা পানিতে ফেলার ইচ্ছা থাকে তাহলে যেতে পারেন। বিঃদ্রঃ রচনা লেখার জন্য দুঃখিত",Negative
7894,I went there late at night while they were almost closing...but still they managed to give us their food bcz i requested them..and the food was very good...and what i liked most is there hospitality...all were very humble and good behaviour � wish you guys best of luck for a bright future �,Positive
7895,"good people,good food n also very much professional in their attitude. They actually behave as the 5★ hotels n motels staffs r behaving. very good place and also good food n one special fact is their food r all fresh,which is such a good quality. Specially Mr.Kawsar Good Service.... And This attatuide really i m impress... Thankyou....",Positive
7896,"The place looks nice, feels nice. The food tasted really good, esp the platter with the offer ongoing. I would recommend people to go there and also would like to thank the person who recommended this place to us.",Positive
7898,"The place looks nice, feels nice. The food tasted really good, esp the platter with the offer ongoing. I would recommend people to go there and also would like to thank the person who recommended this place to us. Their behaviour was upto the mark as well.",Positive
7899,"The place looks nice, feels nice. The food tasted really good, esp the platter with the offer ongoing. I would recommend people to go there and also would like to thank the person who recommended this place to us. Their behaviour was upto the mark as well.",Positive
7900,Worst restaurant ever in the restaurant history of my life...2 hours passed by but they still couldn't serve 2 pizzas of 12inch...what theee....kichu bllm na just..,Negative
7901,"Chicken Steak with Rice (This offer is not available now) Price : 239 + vat Although this offer is not available now I am posting this if it again pops up. The food was indeed what was shown on the promo photo by Bunkers Khilgaon. Mostly the place was humble enough to let us celebrate our friend's birthday. The hospitality we got was indeed astonishing. So if you guys are finding it hard to get a decent place to have some quality time with your friends and family. I would re...ally recommend you Bunkers �. Pasta Basta Price : 350 + vat It was another meal I had there. One of the best pasta basta in khilgaon I ever had. The two layer pasta was full of chicken and beef. If you are a pasta fan I would really ssuggest you to go there and try this. Lastly we went up there without any previous reservation, so if you guys are planning on going there please do call them or inbox them before you go there.",Positive
7902,Definitely a place to hangout with your friends and family. Good quality food with affordable price range on the menu. Supported by great service by the staff.,Positive
7903,"Worst service.. They had only three tables to cover.. They somehow managed that to look like a rush.. Took more than one hour to serve simple oven baked pasta which by the way was blunt and creamy. The chicken steak oregano tasted good but the quantity and the price don't match at all. Set menu was average with very unpleasant decoration.. But coming back to my first point, if you guys can't serve anything within a given time please do have the decency to accept it and tell us on the face. People who came late and ordered late got their foods served but others had to wait for no apparent reason ! Customers don't want 10% honour or whatsoever for your lousy service.. Never going back to your place and obviously not recommending it to others.. but then again with so many customers in your grasp a lousy review doesn't matter anyway.",Negative
7904,"good people,good food n also very much professional in their attitude. They actually behave as the 5★ hotels n motels staffs r behaving. very good place and also good food n one special fact is their food r all fresh,which is such a good quality.",Positive
7905,"If you wanna have some quality time with your family , friends or beloved one , then this place is the perfect one!! I'm just pleased with their hospitality, their behavior , the way they attend each and every guests ! The quality as well as the taste of the food is also perfect and delicious <3 So friendly and comfortable zone it is � Thanks to the #Bunkers team for making my special day , more special with your support <3 !!! Keep it up!!",Positive
7906,"The heavenly taste I ve ever had. Yes, I m flattered and drowned in their chocolatey sea. The couple coral platter to pasta to browne all were not just perfect. They r impossible. �����",Positive
7907,"They are not clear on their terms. I asked them to know 25 food menu but they told me that i have to visit their place to know, so just to know menu i have have to go their. Pathetic.",Negative
7908,Ambiance was really amazing The best about the place was the warm wrapped behaviour of their stuff I'll give 10 on 10 for that Foodwise the Arabian Kabsa we had was terrific Price was pretty average ... Point to be noted is that their menu wouldn't impress you that much.it should be taken care of In a nutshell its a go go �,Positive
7909,Shit quality food And shitty food service Best of luck,Negative
7910,"ITEMS :Arabian kasba,naga pasta TASTE :8.5/10 naga pasta, will be very much loved by spice lovers....it was good... Arabian kasba,what to say.... it was well but as per my taste, it seems lass salty.... if there is a little salt,it may be taste more....otherwise it was good......... BEHAVIOUR:10/10 their behave was satisfactory ENVIRONMENT :8/10 this place was good.... there was not too crowd... Overall,,,I m pleased..... Note:they served a desert as they are celebrating their 1st anniversary.... ���",Positive
7911,Today I have tried true fantasy offer. Burgers and ice-creams are good but pizza wasn't satisfactory. Cheese was li'l bit unsmooth. Service was too much good. Stuffs are will mannered,Positive
7912,Amazing environment. I had my best birthday here with my buddies. Awesome environment �,Positive
7913,"গতকাল ফুডমার্ট থেকে Bunkers থেকে কাবসা অর্ডার করি। খাবার ইফতারের আগেই আসে এবং ইফতার এর আগে গরম ছিল। যখন ইফতার করার জন্য বক্স গুলা খুলি এর মধ্যে থেকে একটি সালাদ বক্স থেকে অত্যন্ত বাজে গন্ধ বের হচ্ছিল। পরে দেখি চিকেন কারি থেকে বাসি পচা দুর্গন্ধ বের হচ্ছে। এই গুলো দেখে আমার রুচি উঠে গেল এবং বাসায় কেউ কাবসা খাওয়া সাহস করলো না। তাছাড়া কাবসার রাইস নিচের দিকে কেমন জানি দলা দলা বেঁধে ছিল। কেউ যখন খাবে না দুর্গন্ধ খাবার শেষ পযন্ত ফেলে দিতে হলো। জানি না আপনার ইচ্ছে করে পার্সেল এ এইগুলা দেন কিনা যদি রেস্টুরেন্ট এ এমন দিলে আপনারা কি ভাবে রেস্টুরেন্ট চালান আমার ধারণা নাই। মালিকের দৃষ্টি আকর্ষণ করছি , আপনার অজান্তেই আপনার কিচেন স্টাফরা এই কাজ ইচ্ছাকৃত করে থাকলে ব্যবস্থা নিন। খাবার মজা হোক না হোক বিষয় না কিন্তু পচা খাবার গরম করে পার্সেলে পাঠিয়ে গ্রাহকদের সাথে প্রতারণা করবেন না।",Negative
7914,"Nice place ,great environment ,tasty food & one of the perfect place to arranging any get together � quality time spend, & servicing was just awsome ! Thank you so much BUNKERS � we loved it � #Modelians �",Positive
7915,they are really awesome and very cooperative. place price and taste all r excellent. its true taste bud varies from person to person. but i personally like them and will recomend it to others.,Positive
7916,I love their foods and also the place. pizza n garlic mushroom was too good. Want to visit their again.,Positive
7917,Too too too much tasty foods and a great place to hangout. Whenever I go there they never disappointed me. Kabsa ta poriman eto besi j sesh e kora jai na.....Excellent Service and food.,Positive
7918,They know how to behave with customers.they are really polite�the quality of food is amazing and the environment is quite pretty�,Positive
7919,Homely Environment with many good brothers.... endless fun u can earn...having buffet party with 100 of frnd and many more.....Love you Bunkers.,Positive
7920,"awesome place,awesome songs,awesome foods and everytthing was awesome",Positive
7921,Because they give money/btibe for fake positive re iew,Negative
7922,Great experience..Quality food and environment...Loved it,Positive
7923,Welcome drink is really welcoming. It switches your mood for the perfect dinner with complete appetite. Deserves next time visit.,Positive
7924,"I love this place,, because of there good behaved. well manners, and also net clean and best for hangout...",Positive
7925,Worst service,Negative
7926,awesome restaurant..food is really good and price is very cheap also,Positive
7927,Bunkers..a place where anyone can find varieties of delicious foods and especial welcome drinks. Love you boys...��,Positive
7928,I m loving it for Delicious food and hospitality thanks to Bunkers teem for the best effort.,Positive
7929,place is so good.. new welcome drink is very tasty ��� Food is also good over all: 10/9.5,Positive
7930,I love their #pizza specially #bunker_special.. so soft nd juicy❤ Also love the place😍 so beautiful decorations,Positive
7931,Baunker food very Chip rate and taste food. management is very good.,Positive
7932,Nice environment polite behaviour beautiful service yummmy food..�����,Positive
7933,"just awesome... � অনেকদিন পর কোন রেস্টুরেন্ট এ খেয়ে এত এত ভালো লেগেছে। Food, environment এবং তাদের ব্যবহার অসাধারন�",Positive
7934,Good food...good environment.. enjoyed a lot with hubby,Positive
7935,awesome taste arabian kabsa.. er por khilgaon gele abar khabo:- service:09/10 they was 99%cordial place:10/10 taste:09/10,Positive
7936,These Cafe has the Amazing Chicken Buset In Town I must Say.,Positive
7937,#welcome drinks👌👌👌 #Flower made of tissue paper😍😍😍 #music selection is👌👌👌 Foods and environment 👌👌👌,Positive
7938,Good food and awesome ambiviance. Service is too good and much more cordial. �,Positive
7939,I loved their food and service � Definitely will be going there again :),Positive
7940,I just love Bunkers...everything is awesome...Best of luck to Bunkers team <3,Positive
7941,"tader Arabian kabsa item ta ato valo j barbar khete icche kore ..... :D <3 ar tader restaurent environment o khub valo, friends der sathe time spend korar jonno best place ... :)",Positive
7942,Best,Positive
7943,Arabian Kabsa and Naga pasta really good and so yummy ��,Positive
7944,"Service was good but foods were not so good, that's it.",Negative
7945,Food 9/10 Service 10/10 Environment 10/10 Hangouts and birthday party r jonno Amazing place �,Positive
7946,Friend ra mile adda dewar jonno khub valo place. Tader food item guli o khub valo especially tader kabsa ta onek joss.. :),Positive
7947,baunker food very chip rate. management very fine.,Positive
7948,Yeap..... delicious food item....Nice environment ...,Positive
7949,Amazing food. Very good service. Loved the welcome drink.,Positive
7950,their burger was ok.. service was good enough.....,Negative
7951,"খিলগাঁও যে কয় জায়গায় এপর্যন্ত পাস্তা খেয়েছি তার মধ্যে আপনাদের ""শেফ স্পেশাল পাস্তা""টা অনেক ভালো লেগেছে। চীজ এন্ড মাংস অনেক ছিলো। আর স্পেশালি পরিবেশ অনেক ভালো। অনেক বেশি স্পেস ইভেন স্মোকিং জোনের স্পেসও অনেকটা জুড়ে। অনায়াসে কোনো বার্থডে প্রোগ্রাম বা যেকোনো সারপ্রাইজ পার্টি দেয়া যাবে। আমিতো প্ল্যান করেছি নেক্সট এখানে কোনো ফ্রেন্ডকে বার্থডে সারপ্রাইজ দিবো। ওনাদের ব্যবহার অনেক ভালো লেগেছে। খাবার যিনি এনে দিয়েছিলেন সিরাজুল ইসলাম নাম ওনার। ওনার বিহেভ অনেক ভালো ছিলো। নিজ থেকে এসে কয়েকবার খোঁজ নিচ্ছিলেন কোনো সমস্যা হচ্ছে কিনা। আইটেম : শেফ স্পেশাল পাস্তা (প্রাইজ ৩২০) রেটিং : ৭/১০ (টেস্ট ভালো ছিলো খাবারের বাট ওনারা খাবারটা দিতে একটু দেরী করেছিলেন। যখন সেকেন্ড টাইম ডাকলাম ববললো ৫ মিনিট এবং তারপরেও ১০ মিনিট লেট করেছে। ওয়েট করা লাগছে অনেকক্ষণ। আর বিল নিতেও অনেক সময় নিয়েছে। এই ব্যাপারটা ভালো লাগেনি।)",Positive
7952,"food, environmet and waiters behaviour are excellent.",Positive
7953,#pasta basta #offer 499 pasta ta cilo excellent pic tulte vule gci,Positive
7954,:@,Negative
7955,"Really enjoyed a lot. Service was good, food quality was better and environment was the best...",Positive
7956,Really enjoyed.wonderful decoration. Food was Alhamdulillah.a lil bt spicy but It's good. Keep it up bunkers.,Positive
7957,"We ordered Arabian Kabsa that comes with three sides. It was 550 something. Amount was more than adequate and the taste was good. Waiters are well behaved and courteous unlike other restaurants in this area. Surrounding and interior is up to the mark. To sum up, this is a place worth visiting again � N.B : They served us complimentary pom frites & welcome drinks ! They really know how to impress the customers !",Positive
7958,Service was excellent.The taste of kabsa was very good and the environment of the restaurant is nice also..�,Positive
7959,"Food, service, enviroment all is good. We r pleased Bunkers. Specially Thanks Mr. Nazrul vai.",Positive
7960,Bunkers is best resturant in khilgaon .here food really testy. Spicealy service & Environment are excellent.,Positive
7961,Service is best....mainly md shirajul islam's service is awesome...very polite...,Positive
7962,Food quality is 10/10 Serivces 10/9 Their behaviour is also good ... If u want to spend some quality tym with delicious foods thn dont get late nd enjoy it... Allover itz excellent ... #md_shirajun_islam's is a awesome guy with well behaviour :),Positive
7963,Food : 6/10 ( chicken steak : good; beef : below average ) environment : 8/10 ( they have smoking zone ) service : 9/10 ( behaviour of Nazrul bhai was really good ),Negative
7964,Their food is nice..as well as the waiters..we had a nice tym there..hope to see you again very soon,Positive
7965,food was of quality and serving time was limited with well decoration.....and finally the interior was well furnished and arranged with modern architectural sense �,Positive
7966,Md.Sirajul Islam ....he is very good and friendly... always he served us with smile face.......,Positive
7967,welcome drink was good enough but late. garlic mashroom/ onion ring was not bad. but cashew nut salad might be better. a good thing was they were well behaved at all!,Positive
7968,"Yesterday I was visit that place... nothing special, the place was good and perfect for gossaping... Service was good, and a waiter mr nazrul impressed us...",Positive
7969,onek joss ekta place nd khabar gulo onek valo bt ektu beshi time laage,Positive
7970,Food was pretty good & delicious. i like the decoration specially the lighting. Waiters were great specially #joyointto.He was helpful.,Positive
7971,food was really good... Md.shirajul islam vaia r service o khub valo lagchy.. love the place,Positive
7972,I was go 5 times. foods are awesome and bunkers pizza awesome. thanks.,Positive
7973,Service was good enough and the scenery of the restaurant what you decorated for birthday celebration was so nice..... and also the test of the foods were pretty much good�,Positive
7974,"set menu is awful. total waste of money. yesterday ordered 3 set menu with bbq chicken, peri peri chicken and saslik. bbqq and periperi was awful.couldn't even taste that.Don't try the set menu",Negative
7975,we tried the peri peri chicken meal. It was yummy and the quantity was more enough for 1 person. And the drinks was chill and good. But any dessert wasn't available at that tym. Service was good but the AC wasn't working properly.,Positive
7976,Took a BBQ chicken set menu..Taste bad n the chicken was disgusting n I doubt it was not fresh as i got bad smell from it..,Negative
7977,"Yes.... quality food zone ""Bunkers"" Their management was good and I liked the environment of the restaurant 😊.....",Positive
7978,Bunkers are nice hospitality & entertainment. also great place to hungout. & here food is delicious. Atmosphere is very good. BEST OF LUCK TO ALL YOU GUYS.,Positive
7979,Awesome environment & best food serving system in Bunkers.,Positive
7980,Not upto the mark as expected!!��service was vr slow n the set menu of the rice wasn't gud at all..the pizza was quite okk..so hoping for betr food quality...,Negative
7981,"really love it, there service is very good and also food is fantastic. place was so good to hang out with family & friend. I love it a lot.",Positive
7982,soup was discusting.....no meet.... only one powrn and it was bad....,Negative
7983,Food is good & place is nicely decorated but the glasses surrounded by the entire restaurant should be cleaned. Overall it's good.,Positive
7984,Valo ase.,Positive
7985,"Awesome surrounding,we did lots of fun, the food u choose that was yummy.�",Positive
7986,"Liked the set menu and pizza bunkers special and hot coffee also very good Taste: 7/10 Service: 5/10 a little bit lazy, needs improvement Environment: 9/10 Price: 8/10 all foods are similar price like othe foods shops",Positive
7987,Worst experience ever.... Disgusting Food....,Negative
7988,Environment was good bt I didn't like the food....,Negative
7989,"Nice place for adda, time pass... Nce place decoration... Tasty food.. Nice environment overall...",Positive
7990,Last day I visit your restaurant ...your food. Service ...place environment all over it was very good..,Negative
7991,"Don't come here people. They will provide you a nice environment but foods are not up to the mark, its really hard to finish these worthless foods. If you go there,you'll regret later. Mark my words.",Negative
7992,Super yummy foods at reasonable price � ..highly satisfied with the quality and service .. �,Positive
7993,"Undoubtedly,one of the best place for pizza,pasta and set menu. Naver lose uor money awsom place",Positive
7994,The menu was very bad. Taste not good. Foods were cold. Not happy with the service and foods.,Negative
7995,"Buffet service is very poor. You are taking 518 tk, but what's the menu??????. All the items are cold except soup which by the way have nothing in it. Along with us people were looking for chicken and beef item. What we found is some beef chilli hardly any beef. Lemon chicken which you were refilling when we are asking. Surprisingly no desert. As a desert served bread with jelly on it (don't know the name). The only good thing was vegetables.",Negative
7996,Its Just Awesome Place.. ... Service are so Nice... Waiters are Very gentle... I Love it... And I'll Come Next time �.. Thanks,Positive
7997,খাবারের টেষ্ট মোটামুটি... কিন্তু তাদের ব্যাবহার খুবই ভাল।,Positive
7998,price ta arektu komano uchit basin akta nosto thik kora uchit song selection a arektu attractive hoya uchit. And please atto time niben na please. otherwise its ok.,Positive
7999,The environment was very good for adda �,Positive
8000,Dreamed resturant. I can do whatever I want in there & the food quality is awesome. I think this is the one of the best place in taltola.,Positive
8001,"কি আর কইতাম! আপনাদের ওয়েটারদের বিহেভিয়ার দেখলে মনে হয়,ভুল কইরা মঙ্গলগ্রহে চইল্লা আইছি -_- so rude!!�� always গেলেই মাথায় পেইন হয়!��� বাট খাবার ভালই�... baze mane!!! গু গু গু সার্ভিস �",Negative
8002,"Really enjoyed a lot. Service was good, food quality was better and environment was the best....��",Positive
8003,Environment was excellent.... food was good.... service was good... Enjoyed a lot!!,Positive
8004,"Environment was good, Blue Lemonade and Kabsa was awesome. Well mannered host and waiter they have.",Positive
8005,"Comfortable place, tasty food, well service & behaviour",Positive
8006,Eid r pordin Dinner korte jai. khabar thanda silo!!! oikhanker service boy der bollar por kono ans dite pare nai. amra dui tin ta item order dei sob gulai thanda silo. Khabar quality not upto the mark..pura takatai jole!!!,Negative
8007,"Yesterday my visit at your restaurant was really pleasant. Your food ,service and overall environment was really very good. Specially your blue lemonade was too good to me and according to my taste. the pink lemonade which I ordered was not according to my taste. But it was really surprising for me when I share my opinion about the pink lemonade with one of the waiter, he just replaced my pink lemonade without charging any extra cost.I feel really very happy at your such nice hospitality.",Positive
8008,"Undoubtedly,one of the best place for pizza,pasta and set menu.",Positive
8009,"Food,service and environment all are best in khilgaon",Positive
8010,Food quality was best.nice interior specially takia system place.:-) but service is very slow and mismanagement.,Positive
8011,They had only 3 waiters and we had to wait for a long time for placing orders. But their burgers were too good and the amount of chicken and beef was surprising. Environment 8/10 Food 10/10 Service 5/10 because we even had to wait for the menu,Positive
8012,"Great place for hangout with frnds, they serve delicious foods, love to go there often.",Positive
8013,"shalar takla 1 ghonta bohaya khaon disos.. tao purada nh khaia jaite hoise dour dia...kono smoking zone o nai.. vutki vutki maia shb vitre.. eto mojar khabar khawar tym silo nh,,, nxt tym bash anum taklar matha fataite",Negative
8014,Your service and food was really good.. Bt little crowdey .. Make sure some peace n relaxation is vry important ur customers...,Positive
8015,Bunker is nice but now a day's their food is getting worse,Negative
8016,The worst experience I ever had here. The taste of the food is really bad. Their service is not good at all. The worst restaurant in Taltola area. Totally waste of money.,Negative
8017,This is the worst restaurant in Taltola. I don't know how on earth they dared to serve customers like this way. Their waiters are really manner less. We had to wait for a long time to get the foods served. I don't know how they got 116 Five Star reviews here. I am pretty sure that all of them are owners closest ones. This restaurant should be avoided if you don't your money to get wasted on such tasteless food & rubbish service. Never going there again. :( :( :( � �,Negative
8018,A good place for hangout👍. Their foods are really good and testy🍔🍕. But prize is little bit high💵. Although it's a nice restaurant. 😊,Positive
8019,Very quality weather includes in it.Rating of food quality is more than average.Smoking zone is included in Bunkers.And the Orio Shake is just amazing.Loved this place. <3,Positive
8020,"During last Saturday, I had Iftar cum dinner buffet at Bunkers. So guys, I am reviewing on the basis of only this; do not relate this with any of their regular platters. I had only tasted what was offered in that buffet menu. THE WORST BUFFET EVER I EXPERIENCED !!!... I am not writing this on anger. I let myself cool down, waited for than two days and were thinking where that went wrong; now reviewing. 1. If a restaurant offers buffet, it should be only buffet. No other regular platter should be offered during that time span. That creates a mess. They were offering buffet with every other regular platters. Hence, there place wasn't well designed and stuffs were not properly trained to handle such mayhem. 2. They offered around 30 items and to refill one dish we had to wait like 10 to 15 minutes; standing in a line. If you don't have enough structural setup and expertise to handle a house full of guests, why you guys offer buffet? 3. There were shortage of food. Usually people have spring roll with soup. They were refilling soup but spring roll was vanished; literally vanish after first round. When I asked, they replied (শেষ হয়ে গেসে ভাইয়া, সরি). What nonsense is that? Do you guys even know what buffet means? 4. And there was an item of chicken covered with sauce (I forgot the name). That was good. I could grab 3 pieces and yet again, never refilled. According to their menu, they should have an item of beef, haven't seen it. A guest from the next table said that they gave a new dish, spicy chicken; I went and an empty plate was there. I complained and probably the store manager said (স্যার, দিয়ে তো কুলাতে পারছি না, দেয়ার সাথে সাথেই শেষ হয়ে যাচ্ছে). Dear that person, let me apologize for my language, but are you stupid? Do the math. Count the number of ovens you have, number of cooks in there, stuffs you have, estimate your food preparation pace, understand how many guests you can handle and over buffet for 5 less than that number. If you cannot cope up with the pace even once, you should be really really sorry. 5. And, now comes the topic of mighty PIZZA. Pizza wasn't included in the buffet menu they showed me but they were offering it. WORLD'S THINNEST PIZZA, I MUST SAY! :P Everyone must go and have a look; really astonishing. 6. Buffet time was till 9PM and most of the dishes were vanished around 7.45PM. People were starting to leave and around 8PM I left with the worst buffet experience in my life.",Negative
8021,Yesterday I was there food was good but items is so limited in buffet & refill was so slow. There was no chicken fry & beef was not good,Negative
8022,"Nice place, good location, better service.",Positive
8023,Overall good. Price lilbit high. Coordially served. Egg and ginger lilbit deficient in thai soup.,Negative
8024,"Good food, Good seating arrangements, Well behaved staffs, Buffet should have few more items, overall good experience :)",Positive
8025,"The environment was very good for adda baji :p. They have different seating arrangement which easily compares them to others. We had an iftar and the platter's were nice to taste.. Although there were little disorganized while serving food during iftar but they managed. Smart guys are in service... One suggestion for them, kindly, don't come with shoes while u serve food in cabinet area, hope u understand.... Overall, its a pleasant in Bunkers. Thanks.",Positive
8026,Loved the food and the atmosphere. The arabian kabsa was delicious. Has a different sitting arrangements on the floor. Try it,Positive
8027,Food was really tasty. But they not refill the dish quickly and meat section is really need to improve. No real meat item their,Negative
8028,"Services, food taste and behavoiur are higher level 3rd class.. Don't go there.. Because it's a waste of time and money..",Negative
8029,poor setup..........................................,Negative
8030,The food quality is good enough and the environment is amazing . Really liked the sitting arrangement . Best wishes .,Positive
8031,"Their food, service n environment all are very well.",Positive
8032,Your oreo shake just nailed it...best one in town and a must taste.... a great place for hanging out as well.,Positive
8033,"Yesterday my visit at your restaurant was really pleasant. Your food ,service and overall environment was really very good. Specially your blue lemonade was too good to me and according to my taste. the pink lemonade which I ordered was not according to my taste. But it was really surprising for me when I share my opinion about the pink lemonade with one of the waiter, he just replaced my pink lemonade without charging any extra cost.I feel really very happy at your such nice hospitality.",Positive
8034,Like to recommend for foodies with nice environment and services.......,Positive
8035,"Loved their food, and the service is great as well �",Positive
8036,their ambience is nice. but way too overpriced!!!!,Negative
8037,Love the place & the food also...................�,Positive
8038,I really liked the place and its ambience. Their behavior is humble too. And their food tastes great. Had an amazing experience :),Positive
8039,"The worst possible service one could ever expect. Most of the waiters are illiterate as well as untrained. We ordered some random dishes. All of them came randomly as if we asked them one after another. Last but not the least, over-priced tasteless food.",Negative
8040,I had Chicken Wings Platter and mint Lemonade here. These were tasty but the service is slow. Pizza is not that much good but there is a scope of improvement. environment is fair. The servers have to be careful when they serve the food.,Negative
8041,Its a nice for hanging out... Food are different from the other restaurants in kilgaon... Awesome taste...,Positive
